Id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,Review,Liked,sentiment,Cuisine,Restaurant_id
402,0.259,0.741,0,-0.5411,0.827387333,0.154500946,0.018111695,I don't have to be an accountant to know I'm getting screwed!,0,1 star,Thai,14
403,0,0.814,0.186,0.6249,0.001638108,0.02178809,0.976573825,"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1,5 stars,Thai,14
404,0,1,0,0,0.002875738,0.042064115,0.955060124,Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1,5 stars,Thai,14
405,0.649,0.351,0,-0.5709,0.874477923,0.117797844,0.007724206,Left very frustrated.,0,2 stars,Thai,14
406,0,0.649,0.351,0.4019,0.001461498,0.12268874,0.875849783,I'll definitely be in soon again.,1,5 stars,Thai,14
407,0.15,0.584,0.266,0.3384,0.002103739,0.018677697,0.979218543,Food was really good and I got full petty fast.,1,5 stars,Thai,14
408,0,0.357,0.643,0.5574,0.00741948,0.049094781,0.943485737,Service was fantastic.,1,5 stars,Thai,14
409,0.483,0.517,0,-0.4215,0.79381901,0.188764498,0.017416451,TOTAL WASTE OF TIME.,0,1 star,Thai,14
410,0.101,0.589,0.31,0.7106,0.002833628,0.027671816,0.969494581,I don't know what kind it is but they have the best iced tea.,1,4 stars,Thai,14
411,0.131,0.435,0.434,0.5848,0.022107208,0.189762831,0.788129985,"Come hungry, leave happy and stuffed!",1,1 star,Thai,14
412,0.306,0.694,0,-0.296,0.396428227,0.552333117,0.051238675,"For service, I give them no stars.",0,1 star,Thai,14
413,0,0.548,0.452,0.6065,0.030056763,0.296881437,0.673061848,I can assure you that you won't be disappointed.,1,5 stars,Thai,14
414,0.433,0.567,0,-0.6546,0.970531225,0.026127497,0.003341366,I can take a little bad service but the food sucks.,0,2 stars,Thai,14
415,0,1,0,0,0.836939454,0.153395876,0.009664676,Gave up trying to eat any of the crust (teeth still sore).,0,2 stars,Thai,14
416,0.29,0.71,0,-0.2592,0.940278888,0.054538935,0.005182107,But now I was completely grossed out.,0,2 stars,Thai,14
417,0,0.455,0.545,0.5563,0.002201298,0.015092387,0.982706308,I really enjoyed eating here.,1,5 stars,Thai,14
418,0,1,0,0,0.003037606,0.212958962,0.784003437,First time going but I think I will quickly become a regular.,1,3 stars,Thai,14
419,0.037,0.749,0.214,0.7351,0.003215207,0.025009247,0.971775591,"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1,4 stars,Thai,14
420,0,0.697,0.303,0.6865,0.001885343,0.043401808,0.954712808,From what my dinner companions told me...everything was very fresh with nice texture and taste.,1,5 stars,Thai,14
421,0,1,0,0,0.816118598,0.168625772,0.015255577,"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0,1 star,Thai,14
422,0,1,0,0,0.65123409,0.293142706,0.055623204,"Furthermore, you can't even find hours of operation on the website!",0,1 star,Thai,14
423,0,0.889,0.111,0.1901,0.663000464,0.308022082,0.028977482,We've tried to like this place but after 10+ times I think we're done with them.,0,4 stars,Thai,14
424,0.473,0.527,0,-0.4003,0.927767277,0.060972255,0.011260441,What a mistake that was!,0,1 star,Thai,14
425,1,0,0,-0.636,0.043381087,0.296258032,0.660360873,No complaints!,1,5 stars,Thai,14
426,0.109,0.705,0.186,0.296,0.001817308,0.01941935,0.978763402,This is some seriously good pizza and I'm an expert/connisseur on the topic.,1,4 stars,Thai,14
427,0.545,0.455,0,-0.34,0.941036284,0.054659057,0.004304749,Waiter was a jerk.,0,1 star,Thai,14
428,0.2,0.8,0,-0.128,0.193079308,0.760869145,0.046051577,"Strike 2, who wants to be rushed.",0,1 star,Thai,14
429,0,0.738,0.262,0.4939,0.001844295,0.011850581,0.986305118,These are the nicest restaurant owners I've ever come across.,1,5 stars,Thai,14
430,0,1,0,0,0.593624115,0.376343101,0.030032724,I never come again.,0,1 star,Thai,14
431,0,0.386,0.614,0.6981,0.003183567,0.016030079,0.980786383,We loved the biscuits!!!,1,5 stars,Thai,14
432,0,0.556,0.444,0.4939,0.004985547,0.120612644,0.874401808,Service is quick and friendly.,1,5 stars,Thai,14
433,0,1,0,0,0.028762845,0.898333371,0.07290376,Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0,1 star,Thai,14
434,0,0.34,0.66,0.5965,0.011819409,0.071194015,0.916986585,So absolutley fantastic.,1,5 stars,Thai,14
435,0.101,0.755,0.145,0.1779,0.799127638,0.183812305,0.017060015,It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0,2 stars,Thai,14
436,0,0.649,0.351,0.4019,0.00303261,0.201587111,0.795380235,definitely will come back here again.,1,5 stars,Thai,14
437,0,0.615,0.385,0.6124,0.004387419,0.081935123,0.913677454,I like Steiners because it's dark and it feels like a bar.,1,4 stars,Thai,14
438,0,0.277,0.723,0.8336,0.002844879,0.028364722,0.968790412,Wow very spicy but delicious.,1,5 stars,Thai,14
439,0,1,0,0,0.284478098,0.645365655,0.070156299,"If you're not familiar, check it out.",1,3 stars,Thai,14
440,0,1,0,0,0.321777374,0.640035212,0.038187463,I'll take my business dinner dollars elsewhere.,0,1 star,Thai,14
441,0,0.488,0.512,0.6369,0.00403558,0.039723307,0.956241131,I'd love to go back.,1,1 star,Thai,14
442,0,0.619,0.381,0.5719,0.001135209,0.013916933,0.98494786,"Anyway, this FS restaurant has a wonderful breakfast/lunch.",1,5 stars,Thai,14
443,0.693,0.307,0,-0.3089,0.236915886,0.684310198,0.078773968,Nothing special.,0,2 stars,Thai,14
444,0,0.721,0.279,0.7213,0.00134358,0.00910914,0.989547253,Each day of the week they have a different deal and it's all so delicious!,1,5 stars,Thai,14
445,0,0.746,0.254,0.6239,0.002023195,0.053125333,0.944851518,"Not to mention the combination of pears, almonds and bacon is a big winner!",1,5 stars,Thai,14
446,0,1,0,0,0.539589643,0.423315078,0.037095338,Will not be back.,0,1 star,Thai,14
447,0,1,0,0,0.934966445,0.058482863,0.006550627,Sauce was tasteless.,0,1 star,Thai,14
448,0,0.752,0.248,0.7414,0.002797054,0.037222993,0.959979951,"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1,4 stars,Thai,14
449,0,0.52,0.48,0.8519,0.0017946,0.024045845,0.974159598,My ribeye steak was cooked perfectly and had great mesquite flavor.,1,5 stars,Thai,14
450,0,1,0,0,0.795225203,0.189896673,0.014878108,I don't think we'll be going back anytime soon.,0,2 stars,Thai,14
451,0,1,0,0,0.00272831,0.019016748,0.978254855,Food was so gooodd.,1,1 star,Thai,14
452,0.25,0.474,0.276,0,0.574186325,0.37063095,0.05518274,I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0,2 stars,Thai,14
453,0.642,0.358,0,-0.5563,0.959903121,0.036581382,0.00351554,I was so insulted.,0,1 star,Thai,14
454,0.304,0.696,0,-0.5423,0.969701111,0.028091526,0.002207315,The last 3 times I had lunch here has been bad.,0,2 stars,Thai,14
455,0,1,0,0,0.765354514,0.213771015,0.020874433,The chicken wings contained the driest chicken meat I have ever eaten.,0,1 star,Thai,14
456,0,0.538,0.462,0.9162,0.001378031,0.007775868,0.990846097,"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1,4 stars,Thai,14
457,0,0.494,0.506,0.6249,0.003420839,0.035112999,0.961466193,Nargile - I think you are great.,1,5 stars,Thai,14
458,0,0.543,0.457,0.6369,0.002576349,0.111563779,0.885859847,Best tater tots in the southwest.,1,5 stars,Thai,14
459,0,0.435,0.565,0.5994,0.015384306,0.081277929,0.903337777,We loved the place.,1,5 stars,Thai,14
460,0.199,0.478,0.323,0.2579,0.92857784,0.066317327,0.005104843,Definitely not worth the $3 I paid.,0,1 star,Thai,14
461,0,0.791,0.209,0.4019,0.00437948,0.149850085,0.845770419,The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1,3 stars,Thai,14
462,0,1,0,0,0.017162893,0.795416415,0.187420681,Im in AZ all the time and now have my new spot.,1,5 stars,Thai,14
463,0.506,0.494,0,-0.6249,0.971338868,0.025750684,0.002910475,The manager was the worst.,0,1 star,Thai,14
464,0,0.524,0.476,0.748,0.001590722,0.015673593,0.982735634,The inside is really quite nice and very clean.,1,5 stars,Thai,14
465,0,0.692,0.308,0.6124,0.002268652,0.020151412,0.977580011,The food was outstanding and the prices were very reasonable.,1,5 stars,Thai,14
466,0,1,0,0,0.683633089,0.2885589,0.027808005,I don't think I'll be running back to Carly's anytime soon for food.,0,3 stars,Thai,14
467,0,1,0,0,0.844025314,0.146524772,0.009449898,"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0,1 star,Thai,14
468,0,0.4,0.6,0.6696,0.001597278,0.017772205,0.980630577,"Love the margaritas, too!",1,5 stars,Thai,14
469,0,0.842,0.158,0.3089,0.003063685,0.025151294,0.971785069,This was my first and only Vegas buffet and it did not disappoint.,1,5 stars,Thai,14
470,0,0.365,0.635,0.54,0.002422427,0.021529488,0.976048052,"Very good, though!",1,4 stars,Thai,14
471,0,1,0,0,0.637087584,0.338952482,0.023959884,The one down note is the ventilation could use some upgrading.,0,3 stars,Thai,14
472,0,0.328,0.672,0.6249,0.004213506,0.041908566,0.953877985,Great pork sandwich.,1,5 stars,Thai,14
473,0,0.632,0.368,0.3252,0.775225997,0.206663057,0.018110918,Don't waste your time here.,0,1 star,Thai,14
474,0,1,0,0,0.744685292,0.229513779,0.025800917,"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0,1 star,Thai,14
475,0,1,0,0,0.796305537,0.191732392,0.011962017,"Third, the cheese on my friend's burger was cold.",0,2 stars,Thai,14
476,0,0.61,0.39,0.4939,0.002768823,0.04733634,0.949894845,We enjoy their pizza and brunch.,1,4 stars,Thai,14
477,0,0.559,0.441,0.743,0.003206883,0.082158707,0.914634407,The steaks are all well trimmed and also perfectly cooked.,1,5 stars,Thai,14
478,0,0.821,0.179,0.5719,0.011329396,0.189276427,0.79939425,We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1,5 stars,Thai,14
479,0,0.169,0.831,0.7118,0.002937892,0.009382344,0.98767972,I LOVED it!,1,5 stars,Thai,14
480,0.079,0.921,0,-0.0516,0.646536112,0.342166483,0.011297413,We asked for the bill to leave without eating and they didn't bring that either.,0,1 star,Thai,14
481,0,0.782,0.218,0.6486,0.001645608,0.021834632,0.976519704,"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1,5 stars,Thai,14
482,0.173,0.668,0.158,0.1672,0.938449204,0.058094036,0.003456763,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0,2 stars,Thai,14
483,0.325,0.675,0,-0.5216,0.921862662,0.073397949,0.004739406,The selection of food was not the best.,0,3 stars,Thai,14
484,0,0.556,0.444,0.6114,0.001208548,0.013172752,0.98561877,Delicious and I will absolutely be back!,1,5 stars,Thai,14
485,0,0.833,0.167,0.2023,0.004551392,0.278235435,0.717213154,"This isn't a small family restaurant, this is a fine dining establishment.",1,4 stars,Thai,14
486,0,0.859,0.141,0.4215,0.001436561,0.035948813,0.962614655,They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1,4 stars,Thai,14
487,0,1,0,0,0.843023002,0.143222764,0.013754328,I dont think I will be back for a very long time.,0,2 stars,Thai,14
488,0.179,0.821,0,-0.3412,0.786880076,0.196228489,0.016891485,"It was attached to a gas station, and that is rarely a good sign.",0,2 stars,Thai,14
489,0,0.423,0.577,0.6249,0.002512919,0.022745611,0.974741518,How awesome is that.,1,5 stars,Thai,14
490,0,1,0,0,0.002644395,0.177496836,0.819858789,I will be back many times soon.,1,5 stars,Thai,14
491,0,0.76,0.24,0.5378,0.004646401,0.017803153,0.977550507,The menu had so much good stuff on it i could not decide!,1,2 stars,Thai,14
492,0.409,0.591,0,-0.8402,0.978220999,0.019621948,0.002157135,"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",0,1 star,Thai,14
493,0,1,0,0,0.002102178,0.046455726,0.951442063,CONCLUSION: Very filling meals.,1,4 stars,Thai,14
494,0,1,0,0,0.001741236,0.074036874,0.924221814,Their daily specials are always a hit with my group.,1,5 stars,Thai,14
495,0.762,0.238,0,-0.7506,0.661004066,0.304048002,0.034947943,And then tragedy struck.,0,1 star,Thai,14
496,0,0.575,0.425,0.7688,0.00116888,0.017993737,0.980837405,The pancake was also really good and pretty large at that.,1,4 stars,Thai,14
497,0,0.693,0.307,0.6114,0.001087224,0.009545787,0.989366949,"This was my first crawfish experience, and it was delicious!",1,5 stars,Thai,14
498,0,0.786,0.214,0.4588,0.002425222,0.019768482,0.97780627,Their monster chicken fried steak and eggs is my all time favorite.,1,5 stars,Thai,14
499,0,0.337,0.663,0.7096,0.002526221,0.049856398,0.947617352,Waitress was sweet and funny.,1,5 stars,Thai,14
